no,text,tags,emotion
11,"출생일:2022년 4월14일 15시19분 사실 한 동안 와이프가 임신중이라 SNS를 멀리했었습니다~ 금방  저의 2세 딸 한태이 [한 韓, 별 태 台, 아름다울 이 巸]가 세상에 나왔습니다! 이렇게 아빠가 되다니 저도 안 믿어지는군요!  축하 해주세요! 설명 할수 없는 기쁘고 감동적인 감정이네요! 태이야 아빠가 많이 사랑해줄께!","['#일신기독병원', '#출산', '#birthday', '#생일', '#딸', '#daughter', '#love', '#사랑', '#HanTei', '#Teihan', '#딸바보']",사랑
12,감사한 초대💓나의 집을 오픈하는것 누군가에게는 쉬운일 일수도 있지만 내게는 결코 쉽지않은 일먼저 손 내밀어주시고 초대해주신 고마운 인연😄그녀를 통해 나도 보이고 나의 남편도 보이고 사랑하는 동생도 생각난 날다양한 경험과 도전을 즐기는 그녀에게 배우고싶은 점이 참 많았다“사람 사는거 다~ 똑같애 다르게 살고 싶어질때부터 힘들어 지는거야”라고 말해주는 좋은친구가 있는 그녀는 부자였다아무말 하지않아도 위로가 되는 친구 한명은 그 어떤 것으로도 대신할수 없다오늘도 참 감사하다🌷결코 우연이 아닌 소중한 인연^^또 만나요🌼@nayana.ek ,"['#정리마미', '#일상', '#초대', '#만남', '#차한잔', '#감사', '#배움', '#기록', '#행복', '#사랑', '#소중한인연']",사랑
13,"🍒옷 덕질, 정말 좋아하는 미미부티크 옷!열심히 일하게 해주는 원동력 중 하나 ㅎㅎㅎ...","['#일상', '#데일리룩', '#미미부티크', '#사랑', '#감성사진', '#전신샷', '#좋아요', '#옷스타그램', '#dailylook', '#ootd', '#like', '#follow']",사랑
14,"⠀𝙎𝙞𝙣𝙜𝙞𝙣𝙜𝘽𝙤𝙬𝙡 𝙢𝙚𝙙𝙞𝙩𝙖𝙩𝙞𝙤𝙣.⠀싱잉볼 사운드테라피 명상 🕊마음의 평안함, 쉼의 시간, 몸의 긴장감 이완, 통증완화, 수면 등이 필요한 우리 대학교강의 중간고사 기간에 전하는 힐링선물.부경대, 부산과학기술대 많은 학생분들이 평안함과 이완, 수면의 쉼의 시간이였다고 좋아하셨다.개인적으로 수업후, 전화, 메세지로 수업에 만족해주심을 표현해주셔서 순간순간 설레이는 시간이 이어진다.⠀“이 수업을 만나고 삶이 변했다.집에가서도 가족과 함께 연습한다. 나의 몸에 대해 알게되었다. 이 시간이 학교 수업 중 제일 힐링의 시간이다. ”⠀설레이는 학교강의 캠퍼스의 낭만에 교육자의 위치가 감사하고 좋다.⠀⠀",[],사랑
15,출금하신걸 축하드려요^^믿음과 신뢰 그리고 신용 보장언제나 고객님 자산을 보장해 드리고 있습니다.믿어주시는 만큼 최선을 다 할겁니다 !,[],사랑
16,"shift7_korea시프트칠_쉬프트칠_남친 카톡을 봐버렸습니다.댓글1원, 좋아요5원, 게시물10원연애커뮤니티 시프트칠로 오세요.https://www.shift7.co.kr/",[],사랑
17,이거 하나만 기억하세요.여자친구 행복하게 하는 법-오늘 겪은 너의 하루는절대 무의미하지 않았단 걸-지금 이 순간에도 너는 빛나는 사람이란걸 잊지마-📚 <나에게 고맙다>책은 프로필 링크에서 구매하실 수 있습니다,[],사랑
18,여자친구를 행복하게 하는 남자친구의 행동-오늘 겪은 너의 하루는절대 무의미하지 않았단 걸-지금 이 순간에도 너는 빛나는 사람이란걸 잊지마-📚 <나에게 고맙다>책은 프로필 링크에서 구매하실 수 있습니다,[],사랑
19,나의 꿈은 무엇인지?우린 그 꿈을 이루었는지?꿈을 향해가고 있는지?아이들을 보며 많은 생각을 합니다,"['#예일여중', '#위클래스', '#꽃시절원예수업차분히', '#여행', '#필라테스', '#유치원', '#세무사', '#소설작가', '#결혼', '#사랑', '#플라워테라피', '#flowersijeol꽃수업-🌾', '#꽃시절', '#flowersijeol', '#공덕꽃집', '#신촌꽃집', '#취미키트', '#서대문구꽃집', '#대안교실', '#꽃꽂이클래스', '#we클래스', '#방과후수업', '#이대꽃집', '#예일여자중학교', '#학교수업', '#위클래스', '#단체수업', '#상담센터수업', '#힐링클래스', '#기업강의', '#진로체험클래스']",사랑
20,Dessin disponible sur ma chaîne YouTube ^^ (Le lien est dans la description) 🎨🎨🎨🎨🎨🎨🎨🎨🎨🎨🎨🎨🎨🎨,"['#copic', '#anyaforger', '#japon', '#dessin', '#art', '#copicciao', '#cute', '#kawaii', '#dessinmanga', '#art', '#youtube', '#絵', '#イラスト', '#アニメ', '#mangadrawing', '#manga', '#draw', '#drawing', '#anime', '#コピック', '#인스타그램', '#셀카', '#얼', '#일본', '#사랑', '#셀스타그램', '#데일리룩', '#コピックイラスト', '#spyfamily']",사랑
21,"____때론 그땐 나니까 버텼지 라는 말을중얼거리며 온종일 지낸 적이 있다각자의 나니까를 가진 우리 모두 건,행보고 싶은데 참고 있는 거 알아 그래서 오늘은 더 예뻐보인다","['#전우주', '#상담', '#글귀그램', '#좋은글', '#힐링글귀', '#럽스타그램💕', '#응원', '#위로글', '#사랑', '#시스타그램', '#시', '#에세이', '#전우주책', '#글귀', '#인생글귀']",사랑
22,"____때론 그땐 나니까 버텼지 라는 말을중얼거리며 온종일 지낸 적이 있다각자의 나니까를 가진 우리 모두 건,행보고 싶은데 참고 있는 거 알아 그래서 오늘은 더 예뻐보인다","['#전우주', '#상담', '#글귀그램', '#좋은글', '#힐링글귀', '#럽스타그램💕', '#응원', '#위로글', '#사랑', '#시스타그램', '#시', '#에세이', '#전우주책', '#글귀', '#인생글귀']",사랑
23,"☁️- Winter 2020 -I keep telling myself thatI no longer miss youBelieve it or not I actually doYet I still remember everything Everything is so vivid somehowI still rememberThe last night we spent togetherThe last batch of laundry you didThe last hug and kiss you gave meBut what reminds me the most about youIs the scent of your detergentI blame it on youCause you don’t wear any colognesAnd you don’t use anything with scentsSo the detergent is all I can rememberIt’s a really pleasant scent you knowBut I hate it because it reminds me of youI still have the detergent you gave meThe ones that you brought from homeI’ve been trying not to use themTo avoid the memories to come back to meI don’t want to think of you at allThe shirt you wore, the hugs you gave I don’t know how I ended up using itBut now my laundry, my bedsheetEven my pyjamas smell like you…I gotta admit thatI miss you when I smell that scentIt’s some sort of nostalgic feelingI guess.-","['#Scarborough', '#Scarboroughlife', '#ontario', '#life', '#peom', '#poetry', '#photography', '#travel', '#travelphotography', '#canada', '#love', '#breakup', '#feelings', '#하늘', '#유학', '#여행', '#여행스타그램', '#생활', '#사진', '#감정', '#사랑', '#写真', '#空', '#旅行写真', '#旅行', '#カナダ', '#カナダ生活', '#カナダ留学']",사랑
24,32주차 만삭촬영 📸⠀⠀임신기간동안 남편이 너무 잘 챙겨줘서 행보크나중엔 이 시간도 너무 소중하게 느껴지겠지 💛⠀⠀⠀,"['#만삭촬영', '#막달임산부']",사랑
25,20220414..어제는 비가 쏟아졌습니다.오늘 아침이 되니 꽤나 쌀쌀 하더군요.낮이 되니 해가 뜨기 시작했습니다.이 변덕 사이에서도 나무들은 무슨 일이 있었냐는 듯이 푸르게 사랑하고 있었습니다...‘비온뒤 맑음’잠시 힘든 일이 있어도 결국에는 다 잘 될거에요. 날씨도 이렇게 하루에도 몇 번씩이나 다른데 우리의 기분도 그럴 수 있지요. 또 해가 뜨면 푸르게 빛날 우리를 응원합니다...,"['#그림', '#그림스타그램', '#1일드로잉', '#수채화', '#과슈', '#색연필', '#데일리', '#드로잉', '#art', '#atrwork', '#artist', '#watercolor', '#arte', '#artdaily', '#watercolorpainting', '#drawing', '#painting', '#일상드로잉', '#그림일기', '#일기장', '#미술', '#데일리드로잉', '#데일리', '#산책', '#사랑', '#여행', '#평화', '#감사', '#1일1그림']",사랑
26,_“이러고 나랑 다시 사귈 수 있을 것 같아??”: 윤희役 / 김규남_윤희와 현우의 8종 'story' 포스터를 공개합니다💕_'윤희 혹은 어쩌면 우리들의 사랑 이야기'[윤희의 연애] 4월 말부터 업로드 시작✨_,"['#나노미터', '#웹드라마', '#윤희의연애']",사랑
27,"💡 춘향제 질문&답변 💡춘향제가 여러분 곁으로 한 발자국더 다가왔습니다 🐾💟 다시사랑, 92회 춘향제 💟많은 분들이 궁금해하셨던 질문들 중3가지를 선정했는데요!카드뉴스를 통해 알아보실까요 ⁉️",[],사랑
28,"-지노코코쇼 92회오늘 목요일 저녁 8시에 ~~파주에 ""트랜스미디아트 스투디오""에서 유튜브 실시간 특별 콘서트로 진행합니다.ZINO COCO SHOW ",['#92Tonight'],사랑
29,"--[ ETIQA x MARSWALKER ]코로나19로 지쳐있는 사람들에게마스워커가 에티카와 함께 전합니다.""삶을 사랑하세요""우리들의 영원한 마왕 故 신해철이딸 신하연 양을 통해 건네는잔잔하고 담담한 위로의 말을지금 바로 영상으로 만나보세요.",[],사랑
30,절망은 속죄의 무의미함이다절망코자 태어난 것이다사람의 숨통을 움켜잡는무형의 일렁임에벌건 염통을 꽂아넣은 것이비로소 내가 되었다기쁨도 슬픔도- 그 모든 것을 포함한사랑과 고통의 형상학을순전한 무의식의 영역으로나는 숨통을 틀어막는다천명을 그리 받고 태어났으니내게 염통을 꽂은 누구를 원망하겠는가정상참작따위는 없으니누가 어떻게 내 죄를 사하겠는가누가나를-존재의 표명,[],사랑
31,⠀예래말씀학교의 첫 학기는 22년도 하반기에 시작될 예정입니다.문의는 jeju@thebibleministry.co.kr 으로 해주시길 바랍니다:).,[],사랑
32,"--[ ETIQA x MARSWALKER ]코로나19로 지쳐있는 사람들에게마스워커가 에티카와 함께 전합니다.""삶을 사랑하세요""우리들의 영원한 마왕 故 신해철이딸 신하연 양을 통해 건네는잔잔하고 담담한 위로의 말을지금 바로 영상으로 만나보세요.",[],사랑
33,[하북팽가 막내아들]봄바람 휘날리며~~~흩날리는 벚꽃잎이~~~하북팽가에도 봄바람이 불고 있습니다🌸무성과 화련 사이에는뭔가가 있어요 있어!!😆📢봄바람이 불고있는액션무협최강 하북팽가를 보러가고싶다면?👇👇👇👇프로필 하단 링크 참조,"['#웹툰', '#벚꽃', '#썸', '#사랑', '#러브', '#핑크빛청춘들', '#하북팽가막내아들', '#웹툰추천', '#데이트', '#연인', '#그림', '#그림스타그램', '#일러스트', '#아트', '#드로잉', '#팔로우', '#팔로우환영', '#맞팔', '#맞팔해요', '#맞팔환영', '#webtoon', '#manhwa', '#comic', '#cherryblossom', '#love', '#followforfollowback', '#follow4followback', '#follow', '#f4f', '#f4f']",사랑
34,":)활짝 핀 벚꽃이 금새 져버리는 것이, 인생도 활짝 피고, 곧 져버리겠죠 ~(ㅋㅋ너무 무겁다)  아빠 보고 싶어요~ ♡♡♡엄마랑 오랫만에  주절주절 수다떨고, 맑은 공기 마시니, 기분이 좋네요. ","['#벚꽃', '#춘당', '#누구나', '#천국소망', '#그날이오면']",사랑
35,.사과의 상큼함을 닮고 싶어사과를 자주 먹어요과일을 싫어해서엄마가 입에 넣어주셔야 먹었지만이제는 스스로 먹어요몸에 사과 즙이 차오르면난 한 시간도 넘게 걸을 수 있어요활짝 핀 벚꽃은 딱 하루였지만눈 내리는 사월을 선물해 주었어요그 길을 따라 걸을 거예요꽃잎이 날리면내 머리는 상상으로 가득해요이 시간이 아쉽고 짜증 나면나를 따라와봐요난 웃기는 말도 잘해요.....♡사월의선물....,"['#글스타그램', '#짧은글', '#손글씨', '#캘리그라피', '#감성', '#좋아요', '#팔로우', '#첫줄', '#인친', '#책', '#사랑', '#공감', '#자작글', '#시', '#동감', '#친구', '#힘내요', '#작가', '#평택', '#시인', '#벚꽃', '#벚꽃엔딩', '#사월의선물', '#선물처럼']",사랑
36,"< 자신없다는 착각>프랑스 정신과 의사가 쓴 책이라고 한다. 상담받으러 내원하는 사람들을 분석하다보니 부정적인 생각의 악순환으로 병원에 오는 사람들이 많아서 편견의 고리를 끊고 스스로를 긍정적으로 자각하길 바라면서, 부정적 편견의 고리를 끊어내는 방법들을 제시한다.  자신감은 자존감을 바탕으로 한다는데 역시 어린시절의 정서적 지지가 제일 중요하구나~~싶었다.  혹시 어린시절 지지받고 성장하지 못했다면 자신의 내면아이를 자유롭게 하라는 조언이...참 맞는 말이다~~ 싶다.👍편견1나는 ~할 수 없어무능하다는 편견에서 벗어나려면 내면의 비난과 부정적  생각을 파악하고 멈추자.스스로 유능하다고 느끼는 활동을 하되 도움을 받자.다른 사람들에게 자기 주장을 하자 .👍편견2나는 사람들에게 사랑받아야 하고 좋은 평을 들어야 하며 인정 받아야 돼.ㅡ다른 사람의 인정을 길구한다ㅡ자기부인 : 다른 사람들이 원하는 대로 행동한다.ㅡ그 사람 말대로 하면 나를 더 인정해 줄 거야ㅡ착하게 행동하면 나를 거부하지 않을거야 👍편견3. 나는 형편없어~부정적인 점을 극대화, 긍정적인 면은 극소화. 언제나~~절대로~~일반화. 🦊밑바탕에는 어린 시절부터 헝성된 오랜 편견이 있다. 스스로에 대한 부정적 이미지를 버리자.내면에서 나를 비난하는 목소리와 싸우자.긍정적인 경험을 더 많이 하고 스스로를 긍정적으로 인지하자. 🦊완벽주의는 당신을 갉아먹을 것이다.과임 행동, 시간적 압박,조급함원인 : 부모가 완벽주의였거나자수성가했을 경우에도 생긴다.🦊내가 한것에 만족하는법을 배우자.최우선시하고  즐길 수 있는 일부터 시작하자.생활방식을 바꾸자.긍정적인 감정을 인지하자. 🦊우유부단함 ㅡ결정장애잘못된 결정으로 힘든 어린 시절을 보냈다과거 실수가 각인되었다.부모가 항상 주저했다. 🐕자신감의 두가지 유형 :무조건적인 자신감은 자신감의 기본으로 보통 어린시절에 받은 정서적인 자양분을 통해 일찍부터 생겨난다. 💕💕😁🐕조건부 자신감자신의 성공이나 다른 사람들과의 관계에  좌우되는 자신감은 최소한의 실수도 견디지 못 할 수 있다. 자신감의 두 유형 사이엔 균형이 필요하다.사랑받아야한다는 편견에서 벗어나려면 나의 의견, 내가 하고 싶은 것이 다른 사람들과 같지 않더라도  표현하는 법을  배우자. 조건없이 스스로를 사랑하는 법을 배우자.반드시 자기 자신에게 무조건적인 사랑을 베풀어야 한다. 🐕자신만의 변호사가 되자🐕내면의 상처받은 아이를 자유롭게 해주자.","['#자신없다는착각', '#부모', '#자녀', '#가족', '#교육', '#독서', '#통찰', '#철학', '#지혜', '#사랑', '#인내', '#헌신', '#경청', '#감사하면달라지는것들', '#자녀는축복이다', '#교육은자녀에게주는최고의선물이다', '#아이가', '#아이가', '#자녀에게', '#어떤', '#자녀는', '#지혜로운', '#타고난', '#내가']",사랑
37,Food delivery & brisk walk with Autumn 🐶🌸.가을이 밥 주고 잠시 후다다 산책~ 비 오는 날이면 꼼짝 않고 하우스에 들어가 눈 코만 빠꼼 내놓고 있는데 진흙탕 바닥에 있는 리드줄 잡으니까 신나서 깡총깡총~~~ 365일 묶여있는 삶이 얼마나 무료할까.. 맡을 냄새도 없고...내 존재 알리고 친구들 인사할 마킹도 못하고.... 얼마나 답답할까.........,"['#smile', '#angel', '#mylove', '#darling', '#straydog', '#care', '#momlife', '#sweet', '#cute', '#share', '#코로나일상', '#방치견', '#instalove', '#일상', '#1m목줄', '#사랑', '#입양', '#멍스타그램', '#neglect']",사랑
38,"🍃그대에게 보내는 한 편의 시(詩)🍃♡ 헛개나무[헛개나무 / 心香 이진섭] 📸흐드러진 곤함이 온몸에 스치다!아직은 바람도 서늘한 오월이라,파드득 생소한 느낌이지만따스한 열정으로 넘실대는너의 애틋한 마음을 기꺼이 받아주마.어두움의 눈이 트이고무겁던 머리가 깨이고가슴까지 맑아지는 느낌은독특한 너만의 자랑이었어.초록이 물들인 하늘 아래들녘을 건너 내를 지나고,팔부 능선 언저리에 다다를 때면자갈길 장승박이 갈매나무가 있었지.마른 잎, 우뚝 선 고목은 아니련만널따란 '헛'웃음의 인심만큼빛바랜 초야의 갈 빛 사랑을,가을길 해 질 무렵 찾아볼 수 있을 테야.인스타그램 /☞본계정@aroma_mochacoffee ☞글귀계정@aroma_mochacoffee_2☞군사문학@military_literature✔모든 저작권은 작가에게 있습니다.詩人 心香 李振燮시인 심향 이진섭         모카커피_향➰","['#헛개나무', '#이진섭', '#시인이진섭', '#심향', '#모카커피', '#커피', '#모카커피향', '#글귀', '#좋은글', '#사랑글', '#예쁜글', '#짧은글', '#자작시', '#브런치', '#그리움', '#이별', '#사랑', '#좋아요', '#연애', '#사랑해', '#봄', '#여름', '#맞팔', '#인스타', '#북스타그램', '#시스타그램', '#사진스타그램', '#글스타그램', '#글귀스타그램', '#책스타그램']",사랑
39,<MBTI 유형 테스트>프로젝트를 하던 도중 당신은 상사 때문에화가 나는 일이 생겼는데요.그 이유는 무엇인가요?<오늘의 MBTI>..✔친구를 태그하고 같이 심리테스트 풀어보자~✔궁금한 심리테스트가 있다면 댓글로 신청해주세요!✔좋아요와 팔로우는 언제나 힘이 됩니다 :).,"['#심리테스트', '#심리검사', '#심리', '#테스트', '#카드뉴스', '#컨텐츠', '#소통', '#성향', '#사랑', '#연애', '#팔로우', '#팔로워', '#소통해요', '#데일리', '#일상', '#킬링타임', '#심심할때', '#운세7', '#연애심리테스트', '#오늘의심리테스트', '#MBTI', '#오늘의MBTI']",사랑
40,아빠냄새가 좋은가봉가😍저렇게 아빠다리사이  아빠베개에 있는거보면장난이 심해서 아빠가 부담스러울때가 있을지 몰라도 그래도 아빠가 좋아🥰❤,"['#아빠바보딸❤️', '#사랑스러워💕', '#울집', '#막내', '#알밤이💕', '#일상', '#데일리', '#울집', '#복덩이', '#댕댕이', '#장모치와와', '#초코탄', '#치와와', '#초코탄치와와', '#멍뭉이', '#멍멍이그램', '#멍스타그램🐶', '#댕댕이그램', '#부산', '#해운대', '#세젤예', '#세젤귀', '#반려견', '#소통', '#일상', '#조언', '#사랑', '#행복', '#엄마마음❤']",사랑
41,하는 일이 많다기보다신경쓰이는 일이 끝나지 않아서 몹시 지치는 요 며칠이에요밤인데 잘 안마시는 믹스커피로 당충전중이에요 밤에 커피 마셔도 잠잘자는 뇨자에요 😀😀오늘은 업로드 없이커피 한잔과 함께 ❤️ 즐거운 하루 되세요 ,"['#오늘의커피', '#오늘도감사', '#평안', '#동행', '#사랑', '#벨라로랠', '#빈티지그릇']",사랑
42,안성시노인복지관엔긍정인생행복인생이함께하고 있습니다.조금이나 힘이 되어주는 긍정인생 행복인생^^♡♡♡,"['#인생굿즈의탄생', '#굿즈', '#21세기북스', '#최길수', '#작가', '#긍정', '#인생', '#행복', '#사랑', '#작가', '#캐릭터', '#드로잉', '#달력', '#그림', '#일러스트', '#디자인', '#수업', '#illustration', '#design']",사랑
43,"-미리 이별 연습을 해 봅시다.-영화 '화양연화' 2000개봉 / 장만옥,양조위-매일 다양한 감성을 전달해드립니다.감성충전이 필요하신 분들에게 새벽달을(@midnight_moon_to_u) 추천해 주세요.-","['#글', '#감성글', '#감성글귀', '#감성', '#새벽', '#사랑', '#이별', '#좋은글', '#영감', '#휴식', '#힐링', '#daily', '#에세이', '#멘탈', '#위로', '#행복', '#명언', '#공감', '#짧은글', '#짧은글귀', '#영화', '#영화대사', '#명대사']",사랑
44,gospelessay-소리 나지 않는 사랑- 새 계명을너희에게 주노니서로 사랑하라내가 너희를사랑한 것 같이너희도 서로 사랑하라-요한복음 13:34- 그 말씀에 순종해사랑하려 애써보지만 저의 사랑에는왜 이토록불순물이 많은지... 예수님의 사랑나를 위해목숨도 아끼시지 않은십자가 사랑 앞에너무나도 부끄러운사랑이지만 조금씩 조금씩이라도예수님의 그 사랑 닮아가길소망합니다,"['#크리스천웹툰', '#말씀묵상', '#묵상', '#에세이묵상', '#기도', '#드로잉바이블', '#가스펠에세이', '#만화로보는말씀묵상', '#사랑', '#@silidaon', '#drawingbible', '#예수님의십자가사랑', '#@gospelessay', '#성경을그리다', '#소리나지않는사랑', '#소망합니다', '#가스펠에세이', '#나약한최집사']",사랑
45,작업 완료!출금하신걸 축하드려요^^믿음과 신뢰 그리고 신용 보장언제나 고객님 자산을 보장해 드리고 있습니다.믿어주시는 만큼 최선을 다 할겁니다 !,[],사랑
