no,text,tags,emotion
13,"부자가 되려면 부자옆에 서라2022 본사공지 리얼멘토트렌드를 앞서가는 ""New이색부업""월급관리 목돈굴리기 안정적인 가입당일 고수익보장편리성, 안정성,수익성,모두갖춘 재테크여러분도 할 수 있어요남녀노소 모두 가능합니다 만19세 이상 연락 주세요!코로나19 확산으로 많은사람들이 경제적 부담을겪고 있으리라 생각 됩니다하루빨리 종식 되었으면 하는 마음이네요바로 진행한다고 하셔서 진행 도와드린 결과로짧은 시간이지만 적지않은 수익 받으실수 있었습니다.믿고 크게 투자해주신 결과로 수익 챙기셨습니다.긴말 안합니다. 확실하게 진행하실 분들",[],행복
14,어릴적 이담이 나이때 일요일이면 항상 아빠가 혼자서 오빠랑 날 데리고 서울랜드에 갔다 해가 지고 깜깜해져 버스를 타고 돌아오면 엄마랑 가게 문을 닫고 경양식 레스토랑에서 네식구 돈까스 먹었던 기억이 아직도 생생하다유치원때부터 초등학교 졸업할때까지 우리가족의 일요일 코스그때는 그게 얼마나 힘든일인지 몰랐는데 시간이 지나고 부모가 되어보니 얼마나 자식을 사랑하셨으면 그렇게 하실수 있었을까.. 존경스럽다아빠는 늘 필름카메라를 챙겨나섰는데앨범속에는 오빠랑 내 사진뿐. 뽀빠이 아저씨랑 찍은 사진은 있어도 아빠 사진은 한장도 없네..이담이 웃는모습에 내가 더 행복해서 힘들지만 힘이나는 요상한 마법🎡아빠도 그랬었구나,"['#5살', '#아기', '#엄마', '#아빠', '#딸', '#아들', '#가족', '#❤', '#임신', '#태교', '#육아', '#일기', '#일상', '#여행', '#행복', '#기록', '#딸스타그램']",행복
15,처음같이 부케 수업 들을 때 결혼하면 내가 부케 만들어준다고 그랬는데 그날이 이렇게 빨리 올 줄이야..다음 주에 촬영인데 왜 내 기분이 이상한 거니 정아ㅠㅠㅋㅋㅋㅋㅋ,['#가지마가지마'],행복
16,콜드브루 한잔의여유 같이 할까요?오산라라샵 오세요즐기며 함께 하실분 ✋ 행복하게 상담 010 9116 7174,"['#라라코리아', '#탑그룹', '#탑그룹최준석', '#오산라라샵', '#소통', '#커피', '#즐겁게', '#행복', '#맞팔해요']",행복
17,@prettybodyplaner << 재밌는 글과 영상 많아요♥ㅎㄷㄷㄷㄷㄷㄷㄷ..................,"['#자동차', '#자살체험', '#유머', '#유머스타그램', '#웃자', '#웃으면복이와요', '#행복', '#4월', '#커플스타그램']",행복
18,나의 최애 아이스크림 투게더♥️ 매번 밀크셰이크 만든답시고 사면서 퍼묵퍼묵 하느라 못만듦…. 아빠다리하고 앉아서 다리사이에 껴안고 티비보면서 먹다보면 한통이 순삭… 6천원의 행복  다이어트는 내일부터.  먹는게 남는거다!!,"['#투게더', '#아이스크림', '#여유', '#행복', '#일상', '#다이어트는내일부터']",행복
19,매번 매번 고객을 다 올릴수없지만..오늘잠깐 짬나는 시간에..오늘도 저의 고객이 되어주심에 깊이 감사드려요♡체험 없이 믿고 풀셋 구매...해주심에..확실한 관리와 이뻐짐의 확신을 갖고..전달드립니당♡♡,"['#일상', '#행복', '#성공으로가는계단', '#인셀덤비지니스', '#선팔', '#맞팔', '#좋아요', '#무료배송', '#당일발송', '#비회원가능', '#인셀덤선물', '#탈모관리', '#선물추천', '#인셀덤정품', '#인셀덤방판', '#보타랩선물', '#김태희샴푸', '#전지현바디케어', '#원빈화장품', '#디엠문의', '#원빈인셀덤', '#인셀덤진윤하', '#피부고민', '#피부관리', '#주름개선', '#미백관리', '#래디언솜100', '#홈케어', '#홍조', '#여드름']",행복
20,"🥚 삶은달걀 서포터즈 1기 🥚 '삶은달걀 자서전쓰기 프로젝트 서포터즈 1기' 활동이 끝났습니다!  삶은달걀은 '삶이란 생각보다 단순하고 어렵지 않다'는 메세지를 전달하는 것을 미션으로 삼아 자기계발을 바탕으로 '삶의 의미를 찾아주는 브랜드'로 성장하고 있는 중입니다. 이번 자서전 프로젝트는 21일, 총 3주 동안 하루에 하나씩 21개의 질문에 각자 답을 하는 활동을 통해 자신에 대해 알아가는 글쓰기 챌린지입니다! 🫶🏻 저는 '꽃보라'라고 하는 닉네임으로 참여했는데요. 🌸🌸'꽃보라'는 바람에 날리는 많은 꽃잎이라는 뜻으로, 제가 이 닉네임을 선택한 이유는 흩날리는 꽃잎처럼 자유롭게 날아다니고 싶다는 생각을 했기 때문입니다. 이번 활동을 통해 제 속에 있는 이야기들, 제가 가지고 있는 생각들에 대해서 다시 한 번 돌아보고, 제 스스로를 이해하고 알아갈 수 있는 뜻깊은 시간이 되었던 것 같아요! ✔️ 삶은달걀의 텀블럭 펀딩이 곧 오픈될 예정이니 많은 관심 부탁드립니다!@lifeisegg.official  ","['#삶은달걀', '#자서전프로젝트', '#나를아는21개의질문', '#서포터즈', '#행복', '#회고', '#자신감', '#동아보기', '#글쓰기', '#기록', '#자기관찰', '#자기계발', '#나에대한이해', '#대외활동']",행복
21,"Atomy seaweed is naturally grown in a clean area without acid treatment/active treatment agents.✅100% Korean Organic Certified Raw Ingredients✅Use 100% organic extra Virgin olive oil with lots of unsaturated fatty acids✅Use of mineral-rich Sinan salt(One of Korea pure area)✅✅If you go to the ‘Woolworths organic’section, you can find 5g of organic lunch laver of similar quality for $2.20 eachHowever Atomy’s is just 55 cents👍👍👍요즘 스낵으로 많이들 김!! 애터미 김은 청정지역에서 ✔️산처리/활성 처리제를 사용하지 않고 자연 그대로 재배한김이에요~ ✔️100%한국 유기농 인증 원초사용✔️불포화지방산 많이포함된 100%유기농 엑스트라버진 올리브유사용✔️미네랄 풍부한 신안 천일염 사용생활비교: 울월쓰 코너에 가시면 비슷한 품질 5그람 오가닉 도시락김이 판매되는데 한 개에 $2.20!! 애터미는 55cents!! 울월쓰 가시게 되면 한번 체크해보세요~~ 우리는 이렇게 애터미 물건을 쓰는것만으로도 이득입니다😊@auatomyalice ","['#atomy', '#onlineshopping', '#veganfood', '#seaweed', '#healthyfood', '#healthysnacks', '#grilledlaver', '#korean', '#brisbane', '#grateful', '#abundance', '#애터미', '#온라인쇼핑몰', '#김', '#구운김', '#간식', '#맛있어', '#넘좋아', '#브리즈번', '#호주일상', '#완전좋아', '#감사', '#행복']",행복
22,항상 저를 도와주시는 고마운 분들이 한자리에 모였어요!! 이 자리에 못오셨던 분들 혹은 앞으로 같이 어울리게 될 모든 분들이 행복하고 건강했으면 좋겠어요. 멜팅구스토 회사 비전은 세계평화입니다.,"['#멜팅구스토', '#신암동상가번영회', '#젊은패기', '#추억', '#행복', '#좋은사람들과함께', '#행복한삶']",행복
23,"“무릎까지 오는 베이지색 트렌치코트에 하얗게 센 머리, 그리고 두 개의 쇼핑백을 들었다고 했다. 그런 행색으로 나타나 맥도날드에 머문다고.”✏이 ‘행색’이 낯설지가 않다. 언젠가 들어 본 이야기다. ‘정동 맥도날드 할머니’로 불리며 화제를 모았던 한 노숙인 여성에 대한 묘사가 아닌가.2013년 사망 후 잊히던 그의 삶이 소설로 복원됐다. 한은형 작가의 신작 ‘레이디 맥도날드’(문학동네)다. 방송을 통해 알려진 그의 말과 행동, 일상 그리고 과거 행적을 토대로 있었을 법하고, 있었기를 바라는 ‘상상’을 더하여 재조명했다. 인간의 본질을 날카롭게 간파해 온 한 작가가 ‘거짓말’ 이후 선보이는 두 번째 장편소설로, 소설의 힘과 가능성을 되짚게 하는 흥미로운 ‘팩션’이다...한 작가는 맥도날드 할머니에 대해 “어쩌면 나의 미래였을지도 모른다”는 생각을 했다고 한다. 그리고, “단정하고 깨끗하고 화사하게” 잘 보내드려야겠다는 마음으로 소설을 썼다. 작가는 소설을 읽는 독자들이 “앞으로 살아가는 날들 속에서 아름다움과 즐거움을, 또 마음을 움직이는 순간들을 많이 소유하게 되시길 바란다”고 했다. ‘레이디’가 그랬듯 말이다. 그러니까, ‘레이디’식으로 말하면, “기쁨은 오래 간직하고, 힘들어도 울지 않기.”by 박동미 기자* 전문이 궁금하신 분들은 아래 링크에서 확인해주세요!(PC에서 연결됩니다.)naver.me/xnvoNVPM* 문화부의 다른 북리뷰가 보고 싶다면?프로필 링크 클릭!","['#문화일보북리뷰', '#북스타그램', '#책스타그램', '#책추천', '#문학동네', '#레이디맥도날드', '#한은형', '#행복', '#평범', '#산책', '#독서', '#맥도날드', '#커피', '#신문']",행복
24,"여러분은 목차를 얼마나 읽으시나요? 목차를 좋아하는 독자들은책을 구매하기 전 목차를 가장 먼저 읽어본다고 하는데요 📖목차를 읽다보면 전체적인 흐름을 파악하고,목차와 본문을 맞춰보는 재미까지 있기 때문이죠〰️✍🏻북로망스 도서 중 가장 맘에 드는 목차는 무엇인가요?(마케터 픽은 1번✨)1️⃣ - 2️⃣ 『나에게 고맙다』3️⃣ - 5️⃣ 『안녕, 소중한 사람』6️⃣ - 8️⃣ 『작은 별이지만 빛나고 있어』","['#나에게고맙다', '#안녕소중한사람', '#작은별이지만빛나고있어', '#북로망스', '#에세이']",행복
25,".오늘 무슨 날인가???...신랑은 갑자기 '오다 주웠다'면서 향수를 건네고, 동생은 세종시맛집 뼈해장국을 포장해서 먹어보라고 갔다주질 않나??? 오늘은 아침부터 계탄날이다.","['#선물', '#버버리향수', '#신랑', '#땡큐-', '#진성민속촌뼈해장국-', '#세종시맛집.....', '#시골살이', '#부부일상', '#우리끼리', '#구사나', '#구사나하우스', '#행복', '#감사']",행복
26,🍣: 가정초밥 모듬B여긴 가서 먹어야 맛있는데 동네에 코로나환자가 너무 많아져서 섣불리 못나가겠더라구요ㅠ그래서 배달 시켜 먹었어요!!.,"['#초밥', '#스시', '#초밥맛집', '#배달맛집', '#스시맛집', '#코시국', '#먹방', '#존맛탱', '#JMT', '#먹방스타그램', '#일상', '#음식', '#힐링', '#행복', '#먹부림', '#먹팔', '#먹스타맞팔', '#먹스타', '#🍴', '#좋반', '#좋아요', '#팔로우환영', '#팔로우', '#좋아요반사', '#좋아요테러']",행복
27,2020.08일 끝나고 갑자기 돈까스가 땡겨서 주변에서 찾아보고 바로 갔는데 맛집이었다긔 🥺❤️🤤✨仕事終わりで急にとんかつ気分になった！,"['#食べログ', '#돈까스', '#음식', '#점심', '#맛있다', '#즐거움', '#행복', '#아카사카', '#도쿄', '#점심메뉴', '#일식', '#とんかつ', '#グルメ', '#うまい', '#美味しい', '#幸せ', '#赤坂', '#東京', '#お昼ごはん', '#お昼', '#和食', '#tonkatsu', '#lunch', '#yummy', '#yummyfood', '#akasaka', '#japanesefood', '#food', '#foodporn', '#foodie']",행복
28,아빠냄새가 좋은가봉가😍저렇게 아빠다리사이  아빠베개에 있는거보면장난이 심해서 아빠가 부담스러울때가 있을지 몰라도 그래도 아빠가 좋아🥰❤,"['#아빠바보딸❤️', '#사랑스러워💕', '#울집', '#막내', '#알밤이💕', '#일상', '#데일리', '#울집', '#복덩이', '#댕댕이', '#장모치와와', '#초코탄', '#치와와', '#초코탄치와와', '#멍뭉이', '#멍멍이그램', '#멍스타그램🐶', '#댕댕이그램', '#부산', '#해운대', '#세젤예', '#세젤귀', '#반려견', '#소통', '#일상', '#조언', '#사랑', '#행복', '#엄마마음❤']",행복
29,"🍱🌭🍽🥙🥪🍙오전 작업 끝내고담양으로 고고""소바집""시원한 냉모밀에와사비 잔뜩 풀어서 맛있게 냠냠🤤만두도 빠지면 섭하니께🤭특별한 날 ""늘솜키친""과함께하세요😊특별한 날을 더 빛나게 해드릴께요🎀","['#광주맛집', '#전라도맛집', '#첨단', '#담양', '#광주', '#전라도', '#메밀소바', '#소바집', '#냉모밀', '#만두', '#행복', '#봄나들이', '#늘솜키친', '#늘솜씨좋은키친']",행복
30,- - 💛 레고랜드 코리아 프리 오픈 💛...그렇게 기다리고 기다리던 국내 레고랜드 프리 오픈기간오늘 제일 신난 어른은 나야나 ~😆평소 레고 매니아인 나와라따는 작년9월에 1st to play 한정판 티켓을 구매 했고5월5일 개장전에 프리뷰타임을 가질수있게되었다 사실 한정판이라 더 끌렸고 실물 연간회원권을 가질수있어서 더 기뻤다실물카드는 거의 한정판 굿즈 같은 개념 (나중엔 살수가없음)눈만 돌리면 모든곳이 포토존이였던 아름다운 환상의나라 레고랜드레고가 단순 브릭이 아니라는걸 느낄수있는 작품들이 매우 많아 입이 떡벌어졌다우리에게 너무너무 행복하고 즐거운 시간이였다 당연 레고랜드에서만 살수있는 한정판 레고도 겟하여야한다😊....,"['#첫줄', '#첫줄반사', '#레고랜드', '#춘천여행', '#레고랜드코리아', '#좋아요', '#좋반', '#럽스타그램', '#좋아요테러', '#선팔하면맞팔', '#선팔', '#맞팔', '#일상스타그램', '#일상', '#일상소통', '#인스타', '#인스타패션', '#인스타그램', '#여자코디', '#여자옷', '#사진', '#데이트', '#팔로우', '#먹스타그램', '#좋반테러', '#행복', '#국내여행']",행복
31,태어난지 D+1사랑이 보러 신생아실 간날♥️하품하는 모습 조차 너무 귀여움👼찡그려도 귀여움☺️..,"['#귀여움한도초과', '#신생아', '#사랑이', '#태어난지1일', '#출산', '#행복', '#좋아요', '#인생1일차', '#아가', '#아기']",행복
32,@planer_jin << 재밌는 글과 영상 많아요♥비대면 이라는데 아앀ㅋㅋㅋㅋㅋ.................. ,"['#인싸', '#대학교', '#검거', '#개웃김', '#유머', '#유머스타그램', '#웃자', '#웃으면복이와요', '#행복', '#4월', '#커플스타그램']",행복
33,안성시노인복지관엔긍정인생행복인생이함께하고 있습니다.조금이나 힘이 되어주는 긍정인생 행복인생^^♡♡♡,"['#인생굿즈의탄생', '#굿즈', '#21세기북스', '#최길수', '#작가', '#긍정', '#인생', '#행복', '#사랑', '#작가', '#캐릭터', '#드로잉', '#달력', '#그림', '#일러스트', '#디자인', '#수업', '#illustration', '#design']",행복
34,행복은 🌿☘️🍀.서로 다른것을 하나씩 맞춰가며함께 만들어 가는것 😘💞✍️.울고은이할아버지 앞에서달리기 실력 뽐내는고야?ㅎㅎ🤣🤣🏃‍♀️.,"['#하늘', '#하늘샷', '#구름', '#일출', '#풍경', '#맛집', '#사진', '#감성', '#공유', '#힐링', '#손글씨', '#캘리그라피', '#필사', '#취미', '#글', '#글귀', '#행복', '#조카', '#조카바보', '#아빠', '#사랑해', '#일상', '#일상스타그램', '#글스타그램', '#사진스타그램', '#❤']",행복
35,"우울 퇴치법아주 간단한 우울 퇴출법 소개해봐요. 우리의 마음에는 우울, 슬픔, 불안, 좌절 그리고 기쁨, 행복, 즐거움, 평안 등이 있어요.우리의 마음의 우울, 슬픔, 불안의 씨앗을 뽑아내고 우리의 마음에 기쁨, 행복, 즐거움의 씨앗을 심어 넣어요.그 씨앗을 심는 방법은 간단해요.매일 감사한 일기를 써보는 거예요.처음에 시작할 때는 낯설어서 한 개도 쓰기 어려울 텐데 조금만 지나면 아주 소소한 것까지 쓰게 돼서 다섯 개는 금방 쓰게 돼요.오늘도 감사함의 씨앗을 우리들 마음에 심어 보아요. :)""정원이 아름다워졌다고 마음을 놓아서는 안 돼요. 슬픔은 언제나 자라기 쉬우니까요.정원 구석구석 꽃과 나무들이 잘 자라게 하려면 틈날 때마다 슬픔을 솎아 내야 해요."" -『마음 정원』 중","['#우울퇴치법', '#행복해지기', '#행복', '#우울', '#우울날려버리기', '#지니스카이', '#지니스카이_나무엄마']",행복
36,터미타임!은성아~체중이 상위 10%래~밥도 먹고 목욕도 했으니우리 이제 근육을 키워볼까!?!😆며칠 전까지만 해도코를 박고만 있더니그 사이에 컸네❤️,"['#with땅콩❤', '#220414', '#태어난지42일👶', '#내사랑', '#내새끼', '#귀요미', '#mylittlebaby', '#미니미니미', '#love', '#감사', '#선물', '#도치맘', '#범띠맘', '#아기천사', '#행복', '#터미타임', '#근육발달', '#목욕후', '#뽀송뽀송']",행복
37,"-미리 이별 연습을 해 봅시다.-영화 '화양연화' 2000개봉 / 장만옥,양조위-매일 다양한 감성을 전달해드립니다.감성충전이 필요하신 분들에게 새벽달을(@midnight_moon_to_u) 추천해 주세요.-","['#글', '#감성글', '#감성글귀', '#감성', '#새벽', '#사랑', '#이별', '#좋은글', '#영감', '#휴식', '#힐링', '#daily', '#에세이', '#멘탈', '#위로', '#행복', '#명언', '#공감', '#짧은글', '#짧은글귀', '#영화', '#영화대사', '#명대사']",행복
38,ㆍ예숑이 3차 접종하고 잠시 놀이터에서...건강하게 잘 자라고 있는 내 개새꾸 숑이🐶근데 내 머리털 우리 숑이 보다 못하네ㅋㅋㅋ도와줘요 나예쌤~~~~~♡ @atnown_naye,"['#개산책', '#개엄마', '#미니비숑', '#귀요미', '#일상', '#행복']",행복
39,".어떤 식으로든 결단이 필요했다. 매일같이 한강에 나갔다. 수변에 바짝 붙어 앉아 찰랑이는 물결과 빛나는 윤슬에 울음이 묻히게 두었다. 이제는 그만 울고 싶었다.생각만으로도 온몸에 힘이 풀려 서재방에 들어갈 때마다 시선을 피했던 상자를 힘겹게 열었다. 일년 넘게 꽁꽁 감춰 두었던 천일의 사랑. 그 흔적이 아팠다.그는 한달 간의 잠수 후 카톡으로 일방적인 이별 통보를 했다. 내가 부모님 문제 등으로 가장 힘들던 때라 감당할 수 없던 소식이었다. 얼마 전까지만해도 사랑한다더니, 좋은 생각만 하자더니. 늘 정면 돌파하는 나였지만 도무지 직면할 수 없었다. 다음날 눈에 보이는 것들은 닥치는대로 상자에 욱여넣었다. 일년이 훨씬 지난 며칠 전, 이별의 진짜 이유를 우연히 알게 되었다. 내가 말로만 듣던 환승 이별의 주인공이었구나. 남아있던 흔적을 택배 상자에 넣었다. 그가 사랑이라 말했던, 달면 삼키고 쓰면 뱉는 그 마음의 파편을 두고 싶지 않았다. 그 상자에 모든 추억과 기억을 실어 떠나보냈다. A4 용지를 쭉 찢어 쓴 쪽지의 말미에는 ""다음 생, 그 다음 생에도 다시는 만나지 말자""라고 썼다. 내 삼년 육개월의 한줄 요약이었다. 어릴 적 들었던 이승환의 <천일동안> 가사도 이와 비슷했지. 삼십여 년 전에는 채 알지 못했던 그 마음을, 결코 알고 싶지 않았던 그 심정을 왜 오롯이 알게 되었는지 하염없이 서글플 따름이었다.서울 노들섬 / Nodeul Island, Seoul, Korea / 202204..","['#날씨', '#꽃', '#나무', '#식물', '#이별', '#슬픔', '#힐링', '#행복', '#공감', '#데일리', '#일상', '#일상스타그램', '#여행', '#여행스타그램', '#spring', '#flowers', '#plants', '#tree', '#green', '#daily', '#happiness', '#island', '#travel', '#travelgram', '#travelingram', '#instatravel', '#traveling', '#traveller', '#vacation', '#holiday']",행복
40,이쁘고 귀여운 사진 저장중💕💕💕옥수수맛있쪄~~자고일어나서 바로먹는 옥수수 엄청맛나지😁😁나보다 오빠인데  너무 귀엽잖아~이런 매력을 왜 이제 보여주는건데~~얼굴퉁퉁부어도 괜찮아~내눈엔 이쁘니깐💕💕제주도투어 가야하나😄😁😆😅🤣😂 ,"['#강창모', '#KCM', '#잘생김', '#목소리미남', '#귀여웡', '#듣고싶을까', '#보고싶다구', '#바라만본다', '#바라만보는중', '#오늘도맑음', '#갓파더', '#매력덩어리', '#난너를사랑해', '#우주최고', '#나의스타', '#항상응원해', '#행복', '#행운', '#본업천재']",행복
41,바쁜 하루 속에서 잠깐 차에서 낮잠을 잔다...깨어나보니 벚꽃 잔치...항상 듣는 음악도벚꽃 풍경과 같이 바라보니이렇게 아름다운 곡이었나?차창밖으로 보이는 벛꽃살랑살랑 따스한 바람...모든게 퍼펙트한 하루다,"['#벚꽃', '#opel', '#antara', '#akirasenju', '#벚꽃엔딩', '#차창', '#봄날', '#행복', '#따뜻한', '#바람', '#낮잠', '#piano']",행복
42,"추억의 튀김 꿀조합😁😎어릴적 존맛탱 떡꼬치, 순대튀김, 미니군만두, 맛감자, 김말이들은 🍺 맥주를 부르죠 캬~병맥 맛집 갬성마돈나 오늘도 준비 완료","['#마돈나', '#모란마돈나', '#성남마돈나', '#급만남', '#하겐다즈', '#헌팅', '#갬성마돈나', '#만남', '#행복', '#즐거움', '#Happy', '#놀이터', '#모란핫플', '#스트레스해소', '#핫플레이스', '#떡볶이', '#맛집', '#음악', '#성남맛집', '#단체', '#레트로', '#모임', '#레트로', '#감성', '#🎶', '#벙개', '#2차', '#번개', '#모란맛집', '#데이트', '#모란술집']",행복
43,𝟚𝟘𝟚𝟚.𝟘𝟜.𝟙𝟙 𝔻+𝟝𝟞하율이와 첫 나들이❤️하율이는 잤지만 나는 너무 신났다😍남편아 피곤해도 참아줘🤩,[],행복
44,봄이 떠오르는 예쁜 풍경비누🧼✨  비누구매는 네이버스토어에서 가능합니다(상단 프로필 주소 클릭)  비누 주문 및 제작 문의는Kakaotalk+ 작업실다정 으로 문의주세요   ,"['#수제비누', '#비누', '#작업실다정']",행복
